Nr.	Hoedanigheid	Rood	Categorie GD	Level_2	Cat_1_nieuw	Cat_2_nieuw	Categorie_RS_1	Categorie_RS_2	Comment_JO	Comment_RS	Categorie NG	Patterns	tags																
242	sergeant		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_ambt	.ergean\w*, serg.{0,2}n\w*	"""Sergeant"";""Sergeanten"";""sergeant"""																
143	serviciemeester		Politiek & bestuur	lokaal	Politiek & Bestuur		Politiek & Bestuur			kan zo gauw niet vinden wat dit precies was.	kw_ambt	\bservi.{0,4}me?e?s?t?e?rs?\b	"""Serviciemeester"";""out Serviciemeester"";""Outburgemeester ende gewesene Serviciemeester der Stadt Maestricht"""																
530	sluismeester		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_rest	\bslu[iyj]+\w*me\w*	"""Sluijsmeesters van Slependamme"";""Sluijsmeesters vande Wateringe van Slependamme"";""Sluijsmeester opt Sas van Gent"""																
244	soldaat		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_ambt	soldaat, \b[cs]olda*te?s?n?\b	"""Soldaten"";""soldaten"";""Soldaat"""																
51	solliciteur		Rechtspraak		Leger & Milities		Leger & Milities				kw_ambt	\bsol+ici?t\w*	"""Solliciteur"";""Solliciteurs"";""Solliciteur Militair"""																
366	spanjaard		Geografie		Geografie		Geografie				kw_rest	\bspai?[gnj]+[ae]+[nr][td]\w*	"""Spaignaerden"";""Spaignaerts"";""Spagnaarden"""																
731	spiegelkoper		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bspiegelko\w*	"""Spiegelkooper alhier in den Hage"""																
178	stadhouder		Politiek & bestuur	lokaal	Politiek & Bestuur		Politiek & Bestuur				kw_ambt	stadt?houd\w*, stadt? *houd\w*, \bstadt?ho\w*	"""Stadhouder van den"";""Stadthouder"";""Stadhouder"""																
716	stalhouder		Beroep		Dienstverlening		Dienstverlening				kw_rest	\bstalhou\w*, \bstalho\w*	"""Stalhouder"";""Stalhouders"""																
730	stalknecht		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bstalkne\w*	"""Stalkneghts"";""Stalknechts"""																
524	stalmeester		Beroep		Dienstverlening		Dienstverlening				kw_beroep, kw_rest	\bsta+lm\w*rs?\b, \bsta+lme\w*	"""Stalmeester"";""Stalmeester vanden"";""Stalmeester van"""																
729	steenhouwer		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bsteenhou\w*	"""Meester Steenhouwer"";""Steenhouwer in Riga"";""Steenhouwer"""																
439	stierluiden		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij			waarschijnlijk hetzelfde als stuurlieden. Samenvoegen?	kw_rest	\bstierl\w*	"""Stierluyden"";""Stierluijden"";""stierluyden"""																
728	stoelmaker		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bstoelma\w*	"""Stoelmaker"";""Stoelmaaker"";""Meester Stoelmaaker"""																
167	stokhouder		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bstoc?khou\w*	"""Stockhouder"";""Stockhouderschap"";""Stockhouder van het hooge en laage Zas van Gent"""																
165	stokmeester		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bstoc?k *me\w*	"""Stockmeester"";""gewesene Stockmeester onder de"";""gewesene Stockmeester van"""																
457	straatmaker		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bstra\w*maa?c?ker\w*	"""vier Straatmaakers van het Hof"";""gesamentlijcke Straatmaakers van het Hof"";""vier Straatmakers van het Hof"""																
469	student		Beroep		Onderwijs & Wetenschap		Onderwijs & Wetenschap				kw_rest	\bstudee?[rn]\w*	"""Student"";""Studenten"";""student"""																
466	stuurlieden		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij			waarschijnlijk hetzelfde als stierluiden. Samenvoegen?	kw_rest	\bstuurl\w*	"""Stuurlieden"";""Schippers en Stuurlieden"";""Stuurluyden"""																
450	stuurman		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_rest	\bst[iu]\w{0,2}rman\w*	"""Stuurman"";""Schipper en Stuurman"";""Schipper of Stuurman"""																
254	successeur		Juridische status		Politiek & Bestuur		(Juridische) status en Rechtspraak		?	GD: opvolger, meestal in politieke betekenis	kw_rest	\bsuccesse\w*	"""successeur"";""successeurs"";""Successeur"""																
454	suiker-rafanideurs	suikerraffinadeur	Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bsui\w*-? *raf\w*	"""Rafinadeur"";""Rafinadeurs"";""Suyker-Rafinadeurs deeser Landen"""																
727	suikerbakker		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bsuiker *bac?k+er	"""Suyckerbacker"""																
157	superintendant		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bsuperint\w*	"""Superintendent"";""superintendent"";""SuperIntendent"""																
171	suppliant		Politiek & bestuur		Justitie		(Juridische) status en Rechtspraak				kw_rest	\bs[ou]pp[^o]*, \b\w*p+liant\w*	"""Suppt"";""suppoosten"";""Suppoosten"""																
172	syndicus		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bsyndic\w*, \bs[ijy]+ndic\w*	"""Syndicus"";""Sijndicus"";""Syndicus van Groeningen"""																
434	tamboer		Beroep		Leger & Milities		Leger & Milities				kw_rest	\btambo\w*	"""Tambours"";""Tambour"";""tambour"""																
417	tapper		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\btap+er\b	"""tapper"";""Tapper"""																
46	testateur		Beroep, Rechtspraak		Status & relaties	Justitie	(Juridische) status en Rechtspraak		?		kw_rest	\btestat\w*	"""Testateur"";""Testatrice"";""Testateurs"""																
161	thesaurier		Politiek & bestuur		Financiën		Financiën				kw_rest	thes\w*, \bthe\w{0,2}aurier, \b[cht]+esaur\w*	"""Thesaurier"";""Thesaurier Generaal"";""Thesaurier Generael"""																
520	timmerman		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bt.{0,2}m+.{0,2}rma\w*, \btimmer\w*	"""Timmerman"";""Timmerman vander Burgh"";""Meester Timmerman"""																
726	tolbediende		Beroep		Financiën		Financiën				kw_rest	\b[ct]+h?ol+bed\w*	"""Tolbedienden"";""Tolbediende"";""Tolbediendens"""																
546	tolk		Beroep		Dienstverlening		Dienstverlening				kw_rest	\btolk.{0,2}	"""Tolk"";""Tolknecht tot Rhijnberck"";""Tolck"""																
480	tollenaar		Beroep		Financiën		Financiën				kw_rest	\b[ct]h?ol+en\w*	"""Tollenaer"";""Tollenaers"";""Tollenaar"""																
725	tolschrijver		Beroep		Financiën		Financiën				kw_rest	\b[ct]olsch\w*	"""Tolschrijver tot Rhijnberck"";""Colschrijver tot Rhijnberck"";""Tollenaers off Tolschrijvers"""																
248	tot slaaf gemaakte		Juridische status		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_rest	\bslaa?[fv]+[ien]*\b	"""slaven"";""Slaven"";""Slaaf"""																
168	tresorier		Politiek & bestuur		Financiën		Financiën				kw_ambt, kw_rest	\bth?r?[ie].{0,2}orie\w*, \bth?res\w*, \b\w*resorier\w*	"""Tresorier"";""Tresorier Generael"";""Tresorier generael"""																
208	trompetter		Krijgsmacht		Leger & Milities		Leger & Milities				kw_rest	trompet\w*	"""Trompetter"";""Trompetters"";""Trompetters van het Regiment Cavallerye"""																
31	trouppes		geen hoedanigheid		Leger & Milities		Leger & Milities				kw_rest	\btro[ue]pp?e\w*	"""fransche auxiliaire Trouppes"";""Heer de la ferte, onder de fransche auxiliaire Trouppes"";""Onderofficieren en Gemeenen van de Trouppes van den Staat"""																
370	turk		Geografie		Geografie		Geografie				kw_rest	\bturc?ke?n?\b, \bturc?k\b	"""Turcken"";""Turck"";""Grooten Turck"""																
175	turkse chiaulx		Politiek & bestuur	Internationaal	Politiek & Bestuur		Politiek & Bestuur				kw_ambt, kw_rest	\bchiau\w*, \bturc?k\w* chi\w*	"""Turcksen Chians"""																
28	uitlegger		geen hoedanigheid							ligt aan de context	kw_rest	\buitleg\w*	"""Uitlegger"";""uijtleggers"";""van die Uytleggers toe"""																
724	usurpateur		Juridische status		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\busurp\w*	"""Usurpateur"""																
205	vaandrager		Krijgsmacht		Leger & Milities		Leger & Milities				kw_rest	\bvaandr\w*	"""Vaendrager"";""vaendrager"";""Vaendragers"""																
614	vaarder		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_rest	\bvaarder\w*	"""vaerders"";""Groenlants vaerders"";""Groenlandts vaerders"""																
394	vader		Familie status		Status & relaties		Familie				kw_rest	\bvader\w*	"""sijn Vader"";""sijn vader"";""des Suppliants Vader"""																
286	vagabond		Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_rest	vag.{1,2}bo\w*	"""Vagabonden"";""Vagabond"";""vagabonden"""																
23	valkenier		geen hoedanigheid							 GD: geen hoedanigheid	kw_rest	\bvalc?kenie\w*	"""heere Valckenier"";""here Valkenier"";""Valckenier"""																
721	vazal		Politiek & bestuur, Juridische status		Politiek & Bestuur	Status & relaties	(Juridische) status en Rechtspraak		?		kw_id	\bva+[sz]+al+e?n?\b	"""Vasallen"";""Vassal"";""Onser Vasallen Officieren"""																
477	veerlieden		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_rest	\bveerl\w*	"""Veerluyden"";""Veerluijden"""																
493	veerman		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_ambt	\bveerman\w*	"""Veerman"";""veerman"";""Rysweert gewesen Veerman tot Rhijnberck"""																
211	veldmaarschalk		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_ambt, kw_rest	\bvel[dt]+ma\w*, veldmaar\w*	"""Veltmaerschalck"";""heere Veltmaerschalck"";""Heere Veltmaerschalck"""																
212	vendrich	vaandrig	Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_ambt	\bv[ae]+ndri\w*, \bvendr[ei][chg]+\w*	"""Vendrich vande Compagnie van"";""Vendrich"";""Vendrigh"""																
548	vendumeester		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_ambt	\bven\w*me\w*	"""Vendumeester"";""vendumeester"";""vendumr"""																
359	venetiaan		Geografie		Geografie		Geografie				kw_rest	\bvenetia\w*	"""Venetianen"";""Venetiaanen"";""Venetiaen"""																
545	verhuurder		Beroep		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_rest	\bverhuur\w*	"""Verhuurder"""																
543	verkopers		Beroep		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_rest	\bverko\w*	"""vercooper"";""vercoopers"";""Berch vercoopers"""																
216	veroveraar		Krijgsmacht		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bverover\w*	"""veroveraer"";""veroveraers"";""Veroveraer"""																
775	verwalter		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bverwalt\w*rs?e?n?\b	"""Verwalter in Helgoland"";""Verwalter"""																
52	verweerder		Rechtspraak		Justitie		(Juridische) status en Rechtspraak				kw_rest	\bverweer\w*	"""verweerder"";""Verweerster"";""verweerder in reconventie"""																
182	viant		Krijgsmacht, Politiek & bestuur		Leger & Milities	Politiek & Bestuur	Leger & Milities	Politiek & Bestuur		samen met vijand?	kw_rest	\bvian[dt]+\b	"""viant"";""Viant"";""den Viant"""																
340	vicaris		Godsdienst		Religie		Religie				kw_rest	\bvicar\w*	"""Vicaris"";""Vicarius"";""Vicariat"""																
613	vice		??							GD: geen hoedanigheid	kw_rest, kws_qual	^ *vice *$, vice	"""Vice"";""vice"";""Vice="""																
233	vice-admiraal		Krijgsmacht	??	Leger & Milities		Leger & Milities				kw_ambt, kw_rest, kws_qual	\badmi?r[^t]*\b, \b\w*miraal\w*, \bvice-? *a[md]+i\w*, vice	"""Viceadmirael"";""Viceadmiraal"";""ViceAdmirael"""																
174	vice-consul		Politiek & bestuur	Internationaal	Politiek & Bestuur		Politiek & Bestuur				kw_ambt, kw_rest, kws_qual	\bcon.{0,2}ul\w*, \bcons\w{0,2}l\b, \bc[ao]n.{0,2}u.{0,2}\b, \bc\wnsul+s?e?n?\b, \bcons.?.?\b, \bco\wsul, \b\wonsul, vice	"""Viceconsul"";""Viceconsuls"";""Viceconsul te Tanger"""																
176	vice-kanselier		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_beroep, kw_rest, kws_qual	\b[khc]+an[tzs]+e?l\w*, \b[chk]+an[scz]e?l+i?e?r\w*, \b[kc]an[scz]el\w*, \b[kc]an[cs]e?l\w*rs?\b, vice-? *[kc]an[csz]e?l\w*, vice	"""Vicecancelier"";""ViceCancelier"""																
177	vice-roy		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_edelen, kw_rest, kws_qual	\broy\b, vice-?ro\w*, vice	"""Viceroy"";""ViceRoy"";""Viceroij"""																
582	vicomte		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_rest	\bvicom\w*, \bvis? *co[nm]t\w*	"""heere Vicomnte"""																
584	viconte		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_rest	\bvis? *co[nm]t\w*	"""Vicomte"";""Heere de Milan Visconti"";""Vicomte de la Herreria"""																
183	vijand		Krijgsmacht, Politiek & bestuur		Leger & Milities	Politiek & Bestuur	Leger & Milities	Politiek & Bestuur		samen met viant?	kw_rest	\bv[yij]*and\w*	"""Vijanden"";""vijanden"";""Vijanden van desen Staet"""																
21	viq		geen hoedanigheid							GD: geen hoedanigheid	kw_rest	\bvi[ckq]+\b	"""vic"";""vick"";""Vicq"""																
162	visier		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	vi[sz]*ier, \bvi[sz]ie?r\w*	"""Grooten Vizir"";""Grooten Vizier"";""grooten Vizier"""																
426	visser		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_rest	viss\w*er\w*	"""visschers"";""Visschers"";""fransche Visschers"""																
719	vlaskooper		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bvlas[kc]+o+per\w*	"""Vlascopers"";""Vlaskoopers te Rotterdam, Dordrecht en Gouda"""																
460	vleeschouwers	vleeshouwers	Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bvlees\w*	"""Overlieden van het Vleeschhouwers Gilde te Amsterdam"";""Overlieden van het Vleeschhouwers Gilde der Stad Amsterdam"";""Overlieden van het Vleeshouwers Gilde te Amsterdam"""																
250	vluchteling		Geografie, Juridische status		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_rest	\b[fv]luch\w*	"""Vlugtelingen"";""fransche gerefugieerden"";""gerefugieerden"""																
15	voerende het schip		geen hoedanigheid		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_rest	voer.*schip	"""Schipper gevoert hebbende het Schip den Amstel"";""als Schipper gevoert hebbende het Schip den Amstel"";""als Schipper voerende het Americaansch Schip The George en Patty Washington"""																
464	voerman		Beroep		Dienstverlening		Dienstverlening				kw_rest	\bvoer[ml][au]\w*	"""Voerman"";""voerman"";""Voerluijden"""																
411	voetknecht		Beroep, Krijgsmacht		Leger & Milities		Leger & Milities				kw_rest	voetkne\w*, \bvoet.{0,2}necht\w*	"""voetknechten"";""Voetknechten"";""Ruijteren ende voetknechten"""																
456	voleur		Beroep		Justitie		(Juridische) status en Rechtspraak		P&J		kw_rest	\bvoleur\w*	"""Voleurs"";""voleurs"""																
626	volontair		Krijgsmacht		Leger & Milities		Leger & Milities				kw_rest	\bvolon\w*	"""Volontair"";""volontair"";""volontaires"""																
373	vondeling		Familie status, Juridische status		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_id	\bvondel\w*	"""Vondelingen"";""Vondelingh"""																
263	voogd		Juridische status		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_id	vooc?g?h?[td]\w*	"""voocht"";""Vooghden"";""Vooght"""																
319	voorlezer		Godsdienst		Religie		Religie				kw_rest	\bvoorle\w*	"""voorleser"";""Schoolmeester en Voorleezer"";""Voorleser"""																
372	voorzaat		Familie status, Juridische status		Status & relaties		Familie				kw_rest	\bvoor[sz]a+t\w*	"""sijn Voorzaat"";""Voorzaten"";""Voorzaat"""																
328	voorzanger		Godsdienst		Religie		Religie				kw_rest	\bvoor[sz]ang\w*	"""Voorzanger"";""geweesen Voorsanger in de Capelle van den Staat"";""voorsanger vande groote kerck alhier inden Hage"""																
564	vorst		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_rest	\b[fv][uo]rst\w*	"""Vorst"";""furstelijcke Doorluchticheijt"";""fursten"""																
285	vreemdeling		Geografie, Juridische status		Justitie		(Juridische) status en Rechtspraak				kw_id	\bvreemdel\w*	"""Vreemdelingen"";""vreemdelingen"";""Vreemdelingh"""																
8	vriend		??		Justitie		(Juridische) status en Rechtspraak				kw_id	\b[fv]riende?n?\b, \bvr[ieu]+nde?n?\b	"""zyne vrienden"";""Neutrale deser landen vrienden"";""Vrunden"""																
284	vrijbuiter		Juridische status		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_id	\bvr[ijy]+bu\w*	"""Vrybuyters"";""vrybuyter"";""Vrijbueters"""																
572	vrijheer		Adel & vorstenhuizen		Politiek & Bestuur	Status & relaties	(Juridische) status en Rechtspraak		P&B?		kw_ambt	\bvr[ijy]+ *he\w*re?n?\b	"""Vryheer van Belderbusch"";""Vryheer van Westdorpe"";""vryheer van hoochsaxen"""																
163	vroedmeester		Politiek & bestuur	lokaal	Dienstverlening		Dienstverlening			mannelijke variant van vroedvrouw	kw_ambt	\bvroedm\w*	"""Vroedmeester"";""Burger en Inwoonder, als meede Vroedmeester en Chirurgyn binnen Sas van Gend"";""Vroedmeester der Stad en Ambagte van Axel"""																
371	vrouw		Familie status		Status & relaties		Familie				kw_id	\b\w*[fv]rouw\w*, ^ *vrouwe? *$, \bvrouwe?\b, \bvrou\w*	"""sijne Huysvrouwe"";""Juffrouw"";""Jouffrouwe"""																
583	vrouwe		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_id	\b\w*[fv]rouw\w*, ^ *vrouwe? *$, \bvrouwe?\b, \bvrou\w*	"""Madame"";""Dame"";""eerste Dame d'Honneur van"""																
446	vuurstoker		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bvu.{1,2}rst\w*, v\w*stoo?c?k\w*	"""Vuurstoockster in de Kaamers van haar Hoogh Mogende"";""Vuurstoockster in de Kamers van haar Hoogh Mogende"";""Vuurstookster in de Kaamers van haar Hoog Mogende"""																
438	vuurwerker		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bv[ieu]+rwer[kc]+er\w*	"""Mr. Vuijrwercker"";""Mr. vuijrwercker"";""gewesen vuijrwercker in Brasil"""																
648	waardin		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bwaard[ijy]+n\w*	"""Waardyn van de Munte in Zeeland"";""waerdijn"";""Waerdinne inden Eenhoorn"""																
276	waarnemende de affaires		Juridische status		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_ambt	\bwaarne.*affa\w*	"""geauthoriseert tot het waernemen vande affaires van haer Hoogh Mogende aen het Hoff vanden"";""geauthoriseert tot het waernemen vande affaires van haer Ho:Mo: aen het hoff vanden"";""geauthoriseert tot het waernemen vande affaires vanden Staat aen het hoff vanden"""																
197	waartgelder		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities			niet echt krijgsmacht	kw_ambt	\bwa+rtgel\w*	"""Waertgelders"";""waertgelders"";""Wartgelders"""																
14	wachter		??		Dienstverlening		Dienstverlening			GD: zeer divers, persoonsnaam, woordafbreking voor bijv. sluiswachter, etc.	kw_beroep	\bwa[chg]+ter\w*	"""Wachter"";""wachter"";""wachters"""																
184	wachtmeester		Krijgsmacht, Politiek & bestuur		Leger & Milities		Leger & Milities				kw_beroep	wachtm\w*, \bwa[chg]+t\w*me\w*	"""Generael Wachtmeester"";""Wachtmeester"";""Waghtmeester"""																
449	wagenlieden		Beroep		Dienstverlening		Dienstverlening				kw_beroep	\bwagenl\w*	"""wagenluyden"";""Wagenluyden"";""wagenluyden van Utrecht"""																
448	wagenmeester		Beroep		Dienstverlening		Dienstverlening				kw_beroep	\bwagenm\w*, \bwage\w*me\w*	"""Wagemeester Generael"";""wagenmeester"";""Wagenmeester"""																
348	waldenser		Geografie		Geografie		Geografie				kw_beroep	\bwalden\w*	"""Waldensers"";""Waldensen"";""Minister Heere van Waldenfels"""																
189	wapenmaker		Beroep, Krijgsmacht	Landmacht	Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bwap\w*ma+kers?	"""Wapenmaker"";""wapenmaeckers"""																
37	wedergekeerd		Geografie		Geografie		Geografie				kw_beroep	\bwed\w*gek\w*	"""wedergekeert van"";""wedergekeert van Amsterdam"";""wedergekeert van Rosendael"""																
376	weduwe		Familie status		Status & relaties		Familie				kw_id	\bwe+du\w*, \bwed[uwe]+\b, \bw.d.we\b	"""Weduwe"";""weduwe van"";""weduwe"""																
375	wees		Familie status		Status & relaties		Familie				kw_id	\bwee[sz]e?n?\b	"""Weesen"";""Furstelijcke Weesen van wylen"";""weduwe ende Weesen van"""																
404	weeskind		Familie status		Status & relaties		Familie				kw_id	\bweeski\w*	"""Weeskinderen"";""weeskinderen"";""Weeskindt"""																
61	weesmeester		Beroep		Dienstverlening		Dienstverlening				kw_beroep	\bweesme\w*	"""Weesmeesteren"";""Weesmeesters"";""Weesmeesteren der Colonie van Suriname"""																
421	weesvader		Beroep		Dienstverlening		Dienstverlening				kw_beroep	\bwees *va\w*	"""Weesvader"""																
699	wegloper		Beroep, Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_rest	\bweglo+per\w*	"""Weghloopers"";""Weglopers"""																
527	werkbaas		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bwerkba\w*	"""werckbasen"";""verscheyden werckbasen"";""Werckbaes"""																
472	werklieden		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bwerkl\w*	"""Werckluyden"";""werckluijden"";""werckluyden"""																
523	werkmeester		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bwerkm\w*	"""werckmr"";""werckmrs"";""Werckmr"""																
166	wethouder		Politiek & bestuur	lokaal	Politiek & Bestuur		Politiek & Bestuur				kw_beroep	\bwethou\w*	"""Wethouderen"";""Wethouders"";""Wethouderen van 's Hertogenbosch"""																
516	wijnkooper		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bw[ijy]+n[kc]o+p\w*	"""wijnkoper"";""Wijncoper"";""Wynkooper"""																
522	winkelier		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bwinkel\w*	"""Winckeliers"";""Koopluyden en Winckeliers"";""Winckeliers, kramers"""																
489	wisselaar		Beroep		Financiën		Financiën				kw_beroep	\bwissela\w*	"""wisselaers"";""Wisselaers"";""wisselaer"""																
352	woonachtig		Geografie		Status & relaties	Geografie	(Juridische) status en Rechtspraak	Geografie	S&R		kw_id	woonachtig, \bwoo?n\w*, \bwoon\w*	"""woonende te Amsterdam"";""woonende alhier in den Hage"";""woonende tot Amsterdam"""																
718	zee-generaal		Krijgsmacht		Landbouw, Scheepvaart & Visserij	Leger & milities	Landbouw, Scheepvaart & Visserij	Krijgsmacht			kws_qual	-gener\w*	"""Zee Generael"";""Zee generael"""																
541	zeelieden		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_beroep	zeelie\w*	"""Zeelieden"";""Fransche Zeelieden"";""Nederlandsche Zeelieden"""																
544	zeeman		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_beroep	zeeman\w*	"""Zeeman"";""ervaren Zeeman"""																
232	zeeofficier		Krijgsmacht	Marine	Landbouw, Scheepvaart & Visserij	Leger & milities	Landbouw, Scheepvaart & Visserij	Krijgsmacht			kw_ambt	zee *offi\w*	"""Zee Officieren"";""Zee officieren"";""Zeeofficieren"""																
503	zeerover		Beroep		Landbouw, Scheepvaart & Visserij	Justitie	Landbouw, Scheepvaart & Visserij	(Juridische) status en Rechtspraak			kw_beroep	\b[sz]ee *[tr]o+[uv]\w*	"""Zeeroouers"";""zeeroouers"";""zee Roouers"""																
158	zegelbewaarder		Politiek & bestuur	landelijk	Politiek & Bestuur		Politiek & Bestuur				kw_ambt	\b[sz]ee?gelbew\w*	"""Heere Zegelbewaarder"";""Heere Zegelbewaerder"";""Heer Zegelbewaerder"""																
497	zegelklopper		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	[sz]ee?gelkl\w*	"""Zegelklopper"";""Zegelkloppers"";""drie Zeegelkloppers"""																
386	zoon		Familie status		Status & relaties		Familie				kw_id	\b[sz]oone?\b, \b[sz]oone?s?\b	"""Soon"";""soon"";""sijn Soon"""																
384	zuster		Familie status		Status & relaties		Familie				kw_id	\b[sz]uster\w*	"""Suster"";""haar Suster"";""Suster van"""																
389	zwager		Familie status		Status & relaties		Familie				kw_id	\b[sz]waa?ge\w*	"""Swager"";""sijn Swager"";""swager"""																
717	zwitsers		Geografie		Geografie		Geografie				kw_rest	\b[sz]+wit[sz]+ers	"""Switsers"";""Switssers"";""Switzers"""																
295	zynde van de gereformeerde religie		Godsdienst		Religie		Religie				kw_id	zyn.*gere\w*.*rel\w*, \bgeref+o\w*	"""Lidmaat van de Geresormeerde Religie"";""zynde Lidmaat van de waare Christelyke Geresormeerde Religie"";""zynde Lidmaat van de waare Geresormeerde Religie"""																
680	zynde van de ware christelijke religie		Godsdienst		Religie		Religie				kw_id	waa?re *chri\w* *rel\w*	"""zynde van de waare Christelyke Religie"""																

















































































































































































































































































































































































































































































































































































































































